Code,MthEnd,MthFwdReturn,MthEndMCap
GD,30-09-2016,-2.3684,47367.1
GE,30-09-2016,-1.7556,265431.7
GILD,30-09-2016,-6.9388,104411.4
GM,30-09-2016,-0.5351,49622.3
GOOG,30-09-2016,0.9327,542757.6
GOOGL,30-09-2016,0.7263,542757.6
GS,30-09-2016,10.5227,68583.3
HAL,30-09-2016,2.4955,38646.3
HD,30-09-2016,-5.1834,158993.6
HON,30-09-2016,-5.3882,88710.4
IBM,30-09-2016,-3.2483,151835.9
INTC,30-09-2016,-7.6291,178595.3
JNJ,30-09-2016,-1.8116,323189.1
JPM,30-09-2016,4.7592,240521.9
KHC,30-09-2016,-0.6256,108991.9
KMI,30-09-2016,-11.1327,51633.6
KO,30-09-2016,0.189,182654.4
LLY,30-09-2016,-7.999,88594.5
LMT,30-09-2016,2.7782,72612.6
LOW,30-09-2016,-7.2381,63159.2
MA,30-09-2016,5.3538,111717.4
MCD,30-09-2016,-2.4185,98443.8
MDLZ,30-09-2016,2.369,68288
MDT,30-09-2016,-5.0694,119399.2
MET,30-09-2016,5.6944,48822.9
MMM,30-09-2016,-6.2021,106513.5
MO,30-09-2016,4.5706,123542.2
MON,30-09-2016,-0.8832,44744
MRK,30-09-2016,-5.9125,172576.6
MS,30-09-2016,5.3291,61292.6
MSFT,30-09-2016,4.0278,448848.9
NEE,30-09-2016,4.6436,56508.5
NKE,30-09-2016,-4.6914,88342.1
ORCL,30-09-2016,-1.8104,161269.7
OXY,30-09-2016,-0.0137,55705.5
PCLN,30-09-2016,0.1862,72731.3
PEP,30-09-2016,-1.4434,155996.1
PFE,30-09-2016,-6.3773,205443.6
PG,30-09-2016,-2.53,239577.4
PM,30-09-2016,-0.8023,150820
PYPL,30-09-2016,1.6842,49447.4
QCOM,30-09-2016,0.3212,100944.9
RTN,30-09-2016,0.8885,40171.3
SBUX,30-09-2016,-1.9764,79401.7
SLB,30-09-2016,-0.5214,109364.1
SO,30-09-2016,0.5263,50207.6
SPG,30-09-2016,-10.1686,65049.1
T,30-09-2016,-8.2961,249832.7
TGT,30-09-2016,0.0728,39481.7
TWX,30-09-2016,11.7824,61924
TXN,30-09-2016,0.9547,70405.3
UNH,30-09-2016,0.95,133334.8
UNP,30-09-2016,-9.5868,81234.1
UPS,30-09-2016,-1.4631,96025.3
USB,30-09-2016,4.36,73407.7
UTX,30-09-2016,0.5906,85031.8
V,30-09-2016,-0.2297,195239
VZ,30-09-2016,-6.4014,211886.2
WBA,30-09-2016,2.6172,87256.4
WFC,30-09-2016,3.907,223416.8
WMT,30-09-2016,-2.9118,223085.7
XOM,30-09-2016,-4.5371,361919.6
0848680D,30-09-2016,NA,NA
AA,30-09-2016,-5.5884,13338
AEP,30-09-2016,0.9812,31572.7
AVP,30-09-2016,15.7244,2473.5
BAX,30-09-2016,-0.021,25889.1
BHI,30-09-2016,9.7682,21596.2
CPB,30-09-2016,-0.0127,16840.8
DD,30-09-2016,2.7176,58553.5
DELL,30-09-2016,NA,NA
DOW,30-09-2016,3.8202,58403.6
DVN,30-09-2016,-14.1011,23096
EMC,30-09-2016,NA,NA
ETR,30-09-2016,-3.975,13733.3
FCX,30-09-2016,2.9466,14424.9
HNZ,30-09-2016,NA,NA
HPQ,30-09-2016,-6.6967,26569.9
HSH,30-09-2016,NA,NA
NOV,30-09-2016,-12.6293,13874.2
NSC,30-09-2016,-4.183,28491.9
NYX,30-09-2016,NA,NA
RF,30-09-2016,8.5106,12388.8
WMB,30-09-2016,-4.9788,23067.7
WY,30-09-2016,-5.3331,23914.5
XRX,30-09-2016,-3.5538,10264.8
AAPL,31-10-2016,-2.1547,605430.8
ABBV,31-10-2016,8.9996,90840.1
ABT,31-10-2016,-2.9817,57682.6
ACN,31-10-2016,2.7443,75473.9
AGN,31-10-2016,-7.0068,82730.3
AIG,31-10-2016,2.6418,66059.7
ALL,31-10-2016,3.4467,25222.2
AMGN,31-10-2016,2.7585,105012.1
AMZN,31-10-2016,-4.9695,375296
AXP,31-10-2016,8.4613,60791.3
BA,31-10-2016,6.5183,87902.9
BAC,31-10-2016,28.4546,168379.2
BIIB,31-10-2016,4.9575,60960
BK,31-10-2016,9.5909,46198.3
BLK,31-10-2016,8.6596,56021.7
BMY,31-10-2016,10.8623,85082.3
BRK/B,31-10-2016,9.106,355220.9
C,31-10-2016,15.1113,140064.2
CAT,31-10-2016,14.498,48759.9
CELG,31-10-2016,15.9816,79210.3
CHTR,31-10-2016,10.1725,77777.9
CL,31-10-2016,-8.5902,63427.8
CMCSA,31-10-2016,12.4393,147924.9
COF,31-10-2016,14.1013,37915.8
COP,31-10-2016,11.6686,53813
COST,31-10-2016,1.8272,64637.9
CSCO,31-10-2016,-2.8031,154206.4
CVS,31-10-2016,-8.5731,89668.7
CVX,31-10-2016,7.5628,197613
DHR,31-10-2016,-0.4838,54333.2
DIS,31-10-2016,6.9371,148962.2
DUK,31-10-2016,-6.745,55128.5
DWDP,31-10-2016,3.5495,60341.5
EMR,31-10-2016,12.4068,32614.5
EXC,31-10-2016,-3.5737,31402.1
F,31-10-2016,1.8739,46651.4
FB,31-10-2016,-9.5962,376115.3
FDX,31-10-2016,9.953,46327.2
FOX,31-10-2016,6.3282,48939.2
FOXA,31-10-2016,7.0042,48939.2
GD,31-10-2016,16.3261,45903.3
GE,31-10-2016,5.7045,260771.9
GILD,31-10-2016,0.0951,97166.5
GM,31-10-2016,9.2722,48169.3
GOOG,31-10-2016,-3.3778,547290.2
GOOGL,31-10-2016,-4.2005,547290.2
GS,31-10-2016,23.4084,75800.1
HAL,31-10-2016,15.413,39764.8
HD,31-10-2016,6.6214,150752.4
HON,31-10-2016,4.4994,83589.8
IBM,31-10-2016,6.5024,146136.8
INTC,31-10-2016,0.275,165248.9
JNJ,31-10-2016,-3.378,317334.4
JPM,31-10-2016,15.7522,250165.9
KHC,31-10-2016,-7.5323,108310
KMI,31-10-2016,8.6637,45607.2
KO,31-10-2016,-4.0255,182869.5
LLY,31-10-2016,-8.509,81515.5
LMT,31-10-2016,8.3939,72183.8
LOW,31-10-2016,5.8515,58296.1
MA,31-10-2016,-4.5038,116610.5
MCD,31-10-2016,6.7771,96063
MDLZ,31-10-2016,-8.2332,69405.9
MDT,31-10-2016,-10.9851,113346.4
MET,31-10-2016,18.1379,51603
MMM,31-10-2016,4.5664,99907.4
MO,31-10-2016,-3.3122,128951.9
MON,31-10-2016,1.9252,44135.5
MRK,31-10-2016,4.2064,162373
MS,31-10-2016,23.2052,64179.4
MSFT,31-10-2016,1.2337,465899
NEE,31-10-2016,-10.0757,59132.5
NKE,31-10-2016,-0.2192,83571.5
ORCL,31-10-2016,4.607,157738.9
OXY,31-10-2016,-2.1259,55697.9
PCLN,31-10-2016,1.9977,72866.7
PEP,31-10-2016,-5.9212,153744.4
PFE,31-10-2016,2.3696,192341.8
PG,31-10-2016,-5,232276.1
PM,31-10-2016,-8.4612,149612.2
PYPL,31-10-2016,-5.7129,50268.9
QCOM,31-10-2016,-0.0755,101269.1
RTN,31-10-2016,9.4649,40115.1
SBUX,31-10-2016,9.7333,77832.5
SLB,31-10-2016,7.4396,108842.1
SO,31-10-2016,-8.1404,50471.9
SPG,31-10-2016,-2.5343,58434.5
T,31-10-2016,5.0014,226332.1
TGT,31-10-2016,13.3161,39510.5
TWX,31-10-2016,3.6272,69220.2
TXN,31-10-2016,5.1156,71077.4
UNH,31-10-2016,12.4637,134601.5
UNP,31-10-2016,15.6031,72670.2
UPS,31-10-2016,8.3169,94620.4
USB,31-10-2016,10.8579,76608.2
UTX,31-10-2016,6.0516,84152.1
V,31-10-2016,-6.0971,194790.4
VZ,31-10-2016,3.7422,196086.1
WBA,31-10-2016,2.8787,89620
WFC,31-10-2016,15.9846,232145.6
WMT,31-10-2016,0.5855,216589.9
XOM,31-10-2016,5.6979,345498.9
0848680D,31-10-2016,NA,NA
AA,31-10-2016,35.1213,12592.6
AEP,31-10-2016,-8.0799,31882.4
AVP,31-10-2016,-18.0153,2862.5
BAX,31-10-2016,-6.493,25883.6
BHI,31-10-2016,16.4767,23422.8
CPB,31-10-2016,4.6927,16729.9
DD,31-10-2016,7.5799,59802
DELL,31-10-2016,NA,NA
DOW,31-10-2016,3.5495,60341.5
DVN,31-10-2016,27.5534,19839.2
EMC,31-10-2016,NA,NA
ETR,31-10-2016,-5.5868,13187.4
FCX,31-10-2016,37.2988,14849.9
HNZ,31-10-2016,NA,NA
HPQ,31-10-2016,6.2802,24790.6
HSH,31-10-2016,NA,NA
NOV,31-10-2016,16.5421,12123.6
NSC,31-10-2016,15.2073,27150.6
NYX,31-10-2016,NA,NA
RF,31-10-2016,26.4239,13443.2
WMB,31-10-2016,5.137,21924.5
WY,31-10-2016,3.007,22389.4
XRX,31-10-2016,-4.2989,9900
AAPL,30-11-2016,4.7955,589327.2
ABBV,30-11-2016,2.9934,98806
ABT,30-11-2016,0.8931,56050.8
ACN,30-11-2016,-1.9258,77537.1
AGN,30-11-2016,8.0854,72878.1
AIG,30-11-2016,3.6405,65048.5
ALL,30-11-2016,6.0069,25747.8
AMGN,30-11-2016,1.4854,107176.9
AMZN,30-11-2016,-0.0933,356645.7
AXP,30-11-2016,2.8318,65935
BA,30-11-2016,3.4006,92920.5
BAC,30-11-2016,4.6402,213418.6
BIIB,30-11-2016,-3.5672,63982.1
BK,30-11-2016,-0.0844,50138.9
BLK,30-11-2016,3.2316,60682
BMY,30-11-2016,3.5436,94324.2
BRK/B,30-11-2016,3.5188,388915.4
C,30-11-2016,5.391,160696.3
CAT,30-11-2016,-2.951,55909.5
CELG,30-11-2016,-2.3289,91869.4
CHTR,30-11-2016,4.5803,85617.6
CL,30-11-2016,0.3219,57979.2
CMCSA,30-11-2016,-0.2661,166325.8
COF,30-11-2016,3.8077,40532.6
COP,30-11-2016,3.3388,60117.6
COST,30-11-2016,6.6618,65617.1
CSCO,30-11-2016,1.3414,149689.2
CVS,30-11-2016,2.6271,81998.5
CVX,30-11-2016,5.5038,210599.5
DHR,30-11-2016,-0.2628,54070.4
DIS,30-11-2016,5.9386,157745.6
DUK,30-11-2016,5.2189,50822.6
DWDP,30-11-2016,3.5005,62483.3
EMR,30-11-2016,-1.2225,36278.3
EXC,30-11-2016,9.1664,29964.3
F,30-11-2016,1.4214,47525.6
FB,30-11-2016,-2.8458,342138.4
FDX,30-11-2016,-2.6567,50938.1
FOX,30-11-2016,-2.8867,52113.4
FOXA,30-11-2016,-0.249,52113.4
GD,30-11-2016,-1.5341,53397.5
GE,30-11-2016,3.5057,272114.9
GILD,30-11-2016,-2.2256,97096.5
GM,30-11-2016,1.9951,52635.6
GOOG,30-11-2016,1.8178,528181.3
GOOGL,30-11-2016,2.1356,528181.3
GS,30-11-2016,9.1933,91544.3
HAL,30-11-2016,2.2238,45893.8
HD,30-11-2016,3.6167,157630
HON,30-11-2016,1.6763,86836.5
IBM,30-11-2016,2.324,154247.6
INTC,30-11-2016,4.5245,164443.3
JNJ,30-11-2016,3.513,302795.2
JPM,30-11-2016,7.6338,286869.4
KHC,30-11-2016,6.9443,99390.1
KMI,30-11-2016,-6.7117,49558.5
KO,30-11-2016,2.7509,174027.9
LLY,30-11-2016,9.5799,74097
LMT,30-11-2016,-5.7719,77712.2
LOW,30-11-2016,0.8079,61367.7
MA,30-11-2016,1.0274,111358.6
MCD,30-11-2016,2.0542,99047
MDLZ,30-11-2016,7.9494,63691.5
MDT,30-11-2016,-1.8519,100895.1
MET,30-11-2016,-2.036,60463.4
MMM,30-11-2016,3.9769,103295.8
MO,30-11-2016,6.7301,124680.8
MON,30-11-2016,2.434,45005.1
MRK,30-11-2016,-3.0597,168709.2
MS,30-11-2016,2.1518,77459.9
MSFT,30-11-2016,3.1198,468542.6
NEE,30-11-2016,4.5785,54746.8
NKE,30-11-2016,1.8786,83388.3
ORCL,30-11-2016,-4.3294,165005.9
OXY,30-11-2016,0.923,54532.5
PCLN,30-11-2016,-2.5019,74199.1
PEP,30-11-2016,4.5255,143561.7
PFE,30-11-2016,1.0579,195036.9
PG,30-11-2016,1.9646,220662.3
PM,30-11-2016,4.8245,136953.2
PYPL,30-11-2016,0.4837,47397
QCOM,30-11-2016,-4.3006,100620.3
RTN,30-11-2016,-4.5523,43912
SBUX,30-11-2016,-4.2263,84369.5
SLB,30-11-2016,0.4725,116939.5
SO,30-11-2016,5.0619,45883.6
SPG,30-11-2016,-1.1021,56452.8
T,30-11-2016,10.0958,237226.8
TGT,30-11-2016,-6.4863,43385.4
TWX,30-11-2016,5.1296,70805.1
TXN,30-11-2016,-1.2985,73892
UNH,30-11-2016,1.0864,150691.5
UNP,30-11-2016,2.3192,83507.3
UPS,30-11-2016,-1.1042,101158.2
USB,30-11-2016,4.0866,84337.9
UTX,30-11-2016,1.7638,88697.3
V,30-11-2016,0.9053,180891.7
VZ,30-11-2016,6.9739,203424
WBA,30-11-2016,-2.325,91786.5
WFC,30-11-2016,4.1383,265780.3
WMT,30-11-2016,-1.165,217600.1
XOM,30-11-2016,3.3906,362006.3
0848680D,30-11-2016,NA,NA
AA,30-11-2016,-3.0721,5286.2
AEP,30-11-2016,6.6215,29035.6
AVP,30-11-2016,-6.1453,2349.5
BAX,30-11-2016,-0.0676,24133.7
BHI,30-11-2016,0.9949,27198.3
CPB,30-11-2016,6.2928,17515
DD,30-11-2016,-0.2853,63992.3
DELL,30-11-2016,NA,NA
DOW,30-11-2016,3.5005,62483.3
DVN,30-11-2016,-5.3862,25305.6
EMC,30-11-2016,NA,NA
ETR,30-11-2016,6.8966,12311.5
FCX,30-11-2016,-14.0717,20901.9
HNZ,30-11-2016,NA,NA
HPQ,30-11-2016,-2.8286,26347.5
HSH,30-11-2016,NA,NA
NOV,30-11-2016,0.2141,14110.3
NSC,30-11-2016,1.5123,31080.2
NYX,30-11-2016,NA,NA
RF,30-11-2016,6.5329,16667.4
WMB,30-11-2016,2.0752,23050.7
WY,30-11-2016,-2.4003,23062.6
XRX,30-11-2016,-5.8529,9478.8
AAPL,31-12-2016,4.7747,617588.5
ABBV,31-12-2016,-1.3898,101763.7
ABT,31-12-2016,9.4492,56551.4
ACN,31-12-2016,-2.7832,76243
AGN,31-12-2016,4.2284,70265.2
AIG,31-12-2016,-1.6077,67082.2
ALL,31-12-2016,1.4706,27294.5
AMGN,31-12-2016,7.1609,108768.9
AMZN,31-12-2016,9.8164,356313.1
AXP,31-12-2016,3.5374,67802.1
BA,31-12-2016,4.9717,96080.4
BAC,31-12-2016,2.4434,223321.5
BIIB,31-12-2016,-2.2357,61699.8
BK,31-12-2016,-5.1925,50096.6
BLK,31-12-2016,-1.7239,62277.6
BMY,31-12-2016,-15.3248,97666.7
BRK/B,31-12-2016,0.7117,401644.4
C,31-12-2016,-6.0575,169359.5
CAT,31-12-2016,3.9996,54259.6
CELG,31-12-2016,0.3456,89729.8
CHTR,31-12-2016,12.5139,89539.2
CL,31-12-2016,-0.7401,58165.9
CMCSA,31-12-2016,9.2252,165225.1
COF,31-12-2016,0.1719,42076
COP,31-12-2016,-2.7523,62124.8
COST,31-12-2016,2.3984,70326.8
CSCO,31-12-2016,2.5326,151697.1
CVS,31-12-2016,0.4855,84152.7
CVX,31-12-2016,-5.3951,222190.4
DHR,31-12-2016,7.8109,53842.1
DIS,31-12-2016,6.1696,165862.1
DUK,31-12-2016,1.1853,53475
DWDP,31-12-2016,4.2118,69704.5
EMR,31-12-2016,5.2197,35928.1
EXC,31-12-2016,1.0989,32710.9
F,31-12-2016,3.5383,48201.2
FB,31-12-2016,13.2725,332401.8
FDX,31-12-2016,1.5628,49624
FOX,31-12-2016,13.7982,51392.7
FOXA,31-12-2016,11.9116,51392.7
GD,31-12-2016,5.3295,52578.3
GE,31-12-2016,-6.0127,279545.9
GILD,31-12-2016,1.173,94343
GM,31-12-2016,5.0804,53108.1
GOOG,31-12-2016,3.2352,538572.2
GOOGL,31-12-2016,3.5005,538572.2
GS,31-12-2016,-4.2305,99960.2
HAL,31-12-2016,4.585,46758.2
HD,31-12-2016,2.6104,163331
HON,31-12-2016,2.1321,88292.1
IBM,31-12-2016,5.1389,157832.3
INTC,31-12-2016,1.5164,171883.5
JNJ,31-12-2016,-1.7012,313432.5
JPM,31-12-2016,-1.3821,308768.4
KHC,31-12-2016,2.2561,106292
KMI,31-12-2016,8.4841,46232.3
KO,31-12-2016,0.2653,178815.3
LLY,31-12-2016,4.7315,81195.4
LMT,31-12-2016,0.5561,73226.8
LOW,31-12-2016,3.2514,61863.5
MA,31-12-2016,3.1948,112502.7
MCD,31-12-2016,0.6983,101081.6
MDLZ,31-12-2016,-0.1128,68463.8
MDT,31-12-2016,6.7247,97802.2
MET,31-12-2016,0.9649,59232.4
MMM,31-12-2016,-2.1,107403.9
MO,31-12-2016,5.2647,131877.3
MON,31-12-2016,3.4757,46132.9
MRK,31-12-2016,5.2998,162312.7
MS,31-12-2016,1.0288,79126.7
MSFT,31-12-2016,4.0393,483160.3
NEE,31-12-2016,3.566,57253.4
NKE,31-12-2016,4.0724,84654
ORCL,31-12-2016,4.7232,157735.5
OXY,31-12-2016,-4.8575,54433.1
PCLN,31-12-2016,7.4397,72342.7
PEP,31-12-2016,-0.8124,150058.6
PFE,31-12-2016,-2.3091,197100.2
PG,31-12-2016,5.0078,224997.4
PM,31-12-2016,5.0716,141933
PYPL,31-12-2016,0.7854,47626.3
QCOM,31-12-2016,-18.0522,96293
RTN,31-12-2016,1.5211,41697.9
SBUX,31-12-2016,-0.5403,80803.8
SLB,31-12-2016,-0.2859,116800.3
SO,31-12-2016,0.4879,48206.2
SPG,31-12-2016,3.4333,55830.6
T,31-12-2016,0.3056,261176.7
TGT,31-12-2016,-10.7296,40571.3
TWX,31-12-2016,0.3315,74437.1
TXN,31-12-2016,4.1853,72932.5
UNH,31-12-2016,1.2872,152328.7
UNP,31-12-2016,2.7971,85444
UPS,31-12-2016,-4.8064,100041.2
USB,31-12-2016,2.4917,87312.4
UTX,31-12-2016,0.0456,90261.7
V,31-12-2016,6.0113,181544.8
VZ,31-12-2016,-7.1911,217610.7
WBA,31-12-2016,-0.9908,89305.4
WFC,31-12-2016,2.2138,276779.1
WMT,31-12-2016,-3.4433,212418.9
XOM,31-12-2016,-7.0574,374280.5
0848680D,31-12-2016,NA,NA
AA,31-12-2016,29.8077,5135
AEP,31-12-2016,1.7471,30958.2
AVP,31-12-2016,16.4683,2205.1
BAX,31-12-2016,8.0514,24117.4
BHI,31-12-2016,-2.909,27468.9
CPB,31-12-2016,3.5134,18567.4
DD,31-12-2016,2.861,63809.7
DELL,31-12-2016,NA,NA
DOW,31-12-2016,4.2118,69704.5
DVN,31-12-2016,-0.2847,23912.8
EMC,31-12-2016,NA,NA
ETR,31-12-2016,-2.4908,13160.5
FCX,31-12-2016,26.232,17960.7
HNZ,31-12-2016,NA,NA
HPQ,31-12-2016,1.4151,25308.9
HSH,31-12-2016,NA,NA
NOV,31-12-2016,0.9882,14140.5
NSC,31-12-2016,8.6888,31550.2
NYX,31-12-2016,NA,NA
RF,31-12-2016,0.3482,17676.8
WMB,31-12-2016,-7.386,23381.1
WY,31-12-2016,4.121,22509.1
XRX,31-12-2016,20.5218,8850.3
AAPL,31-01-2017,13.3743,638036
ABBV,31-01-2017,1.1946,99309.8
ABT,31-01-2017,7.9243,72103.4
ACN,31-01-2017,7.5788,74121
AGN,31-01-2017,12.1652,73236.3
AIG,31-01-2017,-0.5291,66003.7
ALL,31-01-2017,9.7403,27695.8
AMGN,31-01-2017,13.442,116557.8
AMZN,31-01-2017,2.6182,391290.1
AXP,31-01-2017,4.818,69907.2
BA,31-01-2017,11.2424,100857.3
BAC,31-01-2017,9.0106,228778.3
BIIB,31-01-2017,13.0142,60320.3
BK,31-01-2017,5.3879,47294.7
BLK,31-01-2017,3.6045,61204
BMY,31-01-2017,15.358,82157.7
BRK/B,31-01-2017,4.4352,404598.7
C,31-01-2017,7.435,159100.4
CAT,31-01-2017,1.0454,55968
CELG,31-01-2017,6.3366,90039.9
CHTR,31-01-2017,-0.2747,100744
CL,31-01-2017,13.0071,57401.5
CMCSA,31-01-2017,-0.769,180467.4
COF,31-01-2017,7.8888,42148.3
COP,31-01-2017,-1.9249,60415
COST,31-01-2017,8.3583,72013.5
CSCO,31-01-2017,11.263,154207
CVS,31-01-2017,2.2459,84046.1
CVX,31-01-2017,2.0025,210203.1
DHR,31-01-2017,1.9423,58047.6
DIS,31-01-2017,-0.5061,175250.9
DUK,31-01-2017,6.2761,54108.8
DWDP,31-01-2017,4.4105,72640.4
EMR,31-01-2017,3.2265,37803.4
EXC,31-01-2017,3.2679,33070.4
F,31-01-2017,1.3754,49115.1
FB,31-01-2017,4.0055,376519.8
FDX,31-01-2017,2.0464,50399.6
FOX,31-01-2017,-5.3531,57924.9
FOXA,31-01-2017,-4.6526,57924.9
GD,31-01-2017,4.8211,55142.4
GE,31-01-2017,1.1728,262737.8
GILD,31-01-2017,-2.7191,95449.7
GM,31-01-2017,0.6282,55806.2
GOOG,31-01-2017,3.3158,558320
GOOGL,31-01-2017,3.0164,558320
GS,31-01-2017,8.4554,95731.4
HAL,31-01-2017,-5.1779,48902.1
HD,31-01-2017,5.3278,167594.6
HON,31-01-2017,5.7827,90174.6
IBM,31-01-2017,3.8557,165943.1
INTC,31-01-2017,-0.9839,174490
JNJ,31-01-2017,8.6151,308100.2
JPM,31-01-2017,7.0779,302828.5
KHC,31-01-2017,2.4863,108690.1
KMI,31-01-2017,-4.6106,49871
KO,31-01-2017,0.9382,179289.7
LLY,31-01-2017,8.2224,85037.1
LMT,31-01-2017,6.7844,73634
LOW,31-01-2017,1.7652,63568.4
MA,31-01-2017,3.8841,115858.7
MCD,31-01-2017,4.9155,101787.5
MDLZ,31-01-2017,-0.813,68386.6
MDT,31-01-2017,6.4325,104379.1
MET,31-01-2017,-2.8715,59804
MMM,31-01-2017,7.2847,105148.4
MO,31-01-2017,5.2543,138820.3
MON,31-01-2017,5.0965,47499.9
MRK,31-01-2017,6.2591,170915
MS,31-01-2017,7.4841,79576.2
MSFT,31-01-2017,-0.4386,499584.8
NEE,31-01-2017,6.6786,59295
NKE,31-01-2017,8.0529,87521.8
ORCL,31-01-2017,6.183,164545.4
OXY,31-01-2017,-3.2758,51789.1
PCLN,31-01-2017,9.4595,77724.8
PEP,31-01-2017,6.3596,148839.5
PFE,31-01-2017,8.6188,192548.9
PG,31-01-2017,3.9612,223947.4
PM,31-01-2017,13.7522,149131.3
PYPL,31-01-2017,5.5807,48000.4
QCOM,31-01-2017,6.696,78918.3
RTN,31-01-2017,6.9298,42332.2
SBUX,31-01-2017,3.4541,80477.6
SLB,31-01-2017,-3.4153,116480.4
SO,31-01-2017,4.0056,48441.4
SPG,31-01-2017,1.3071,57747.4
T,31-01-2017,-0.8776,258904.6
TGT,31-01-2017,-8.0117,36218.1
TWX,31-01-2017,1.8238,74751.8
TXN,31-01-2017,1.4297,75501.2
UNH,31-01-2017,2.0234,154289.4
UNP,31-01-2017,1.8447,87833.9
UPS,31-01-2017,-2.3379,95232.9
USB,31-01-2017,4.4634,89488
UTX,31-01-2017,3.2313,90302.9
V,31-01-2017,6.5237,192458
VZ,31-01-2017,1.265,199795.8
WBA,31-01-2017,5.8924,88446.8
WFC,31-01-2017,3.45,282906.3
WMT,31-01-2017,6.2781,205104.7
XOM,31-01-2017,-2.1713,347866.1
0848680D,31-01-2017,NA,NA
AA,31-01-2017,-5.1029,6667.8
AEP,31-01-2017,5.5094,31499
AVP,31-01-2017,-25.0426,2568.2
BAX,31-01-2017,6.2826,26059.2
BHI,31-01-2017,-4.1785,26669.8
CPB,31-01-2017,-4.628,19107.8
DD,31-01-2017,4.5345,65635.3
DELL,31-01-2017,NA,NA
DOW,31-01-2017,4.4105,72640.4
DVN,31-01-2017,-4.787,23844.7
EMC,31-01-2017,NA,NA
ETR,31-01-2017,8.3244,12832.7
FCX,31-01-2017,-19.5195,23976
HNZ,31-01-2017,NA,NA
HPQ,31-01-2017,15.4153,25667
HSH,31-01-2017,NA,NA
NOV,31-01-2017,6.9029,14280.2
NSC,31-01-2017,3.5634,34291.5
NYX,31-01-2017,NA,NA
RF,31-01-2017,5.9681,17738.3
WMB,31-01-2017,-1.7337,23534.7
WY,31-01-2017,7.6285,23436.7
XRX,31-01-2017,7.3593,7025.5
AAPL,28-02-2017,4.869,718723.5
ABBV,28-02-2017,5.3687,98568
ABT,28-02-2017,-1.4862,77898.1
ACN,28-02-2017,-2.1388,79738.5
AGN,28-02-2017,-2.4099,82069.7
AIG,28-02-2017,-1.8364,62613.5
ALL,28-02-2017,-0.8155,29999
AMGN,28-02-2017,-7.0583,130006
AMZN,28-02-2017,4.911,403228.3
AXP,28-02-2017,-1.1866,72155.7
BA,28-02-2017,-1.8698,111231.8
BAC,28-02-2017,-4.1354,247420
BIIB,28-02-2017,-5.2599,62323.7
BK,28-02-2017,0.1909,48905.7
BLK,28-02-2017,-0.3876,63480.6
BMY,28-02-2017,-4.1086,94859.7
BRK/B,28-02-2017,-2.7651,422803.5
C,28-02-2017,0.0167,165716.1
CAT,28-02-2017,-4.0348,56689.7
CELG,28-02-2017,0.7449,96086.6
CHTR,28-02-2017,1.3186,99896.2
CL,28-02-2017,0.2878,64430.9
CMCSA,28-02-2017,0.4543,177451.6
COF,28-02-2017,-7.671,45113
COP,28-02-2017,4.835,58788.6
COST,28-02-2017,-5.3561,77824.6
CSCO,28-02-2017,-1.1118,171168.5
CVS,28-02-2017,-2.5813,82650.9
CVX,28-02-2017,-4.56,212974.1
DHR,28-02-2017,0.1401,59310.1
DIS,28-02-2017,2.9975,174079.6
DUK,28-02-2017,-0.6541,56871.5
DWDP,28-02-2017,2.7846,75540.8
EMR,28-02-2017,-0.3993,38768.4
EXC,28-02-2017,-1.9886,33835.4
F,28-02-2017,-7.103,49797.9
FB,28-02-2017,4.803,391708.1
FDX,28-02-2017,1.3359,51431
FOX,28-02-2017,8.9301,54921.8
FOXA,28-02-2017,8.8942,54921.8
GD,28-02-2017,-1.3751,57463.5
GE,28-02-2017,-0.0335,260085.8
GILD,28-02-2017,-2.8928,92122.1
GM,28-02-2017,-3.0387,55185
GOOG,28-02-2017,0.7714,576151.9
GOOGL,28-02-2017,0.3397,576151.9
GS,28-02-2017,-7.3934,103735.3
HAL,28-02-2017,-7.9499,46346.3
HD,28-02-2017,1.9425,176523.7
HON,28-02-2017,0.2972,94768.7
IBM,28-02-2017,-3.1587,170982.7
INTC,28-02-2017,-0.3591,171153.6
JNJ,28-02-2017,1.9147,331598.1
JPM,28-02-2017,-3.0678,323691.3
KHC,28-02-2017,-0.1137,111380.1
KMI,28-02-2017,2.0178,47573.3
KO,28-02-2017,2.0343,180153.7
LLY,28-02-2017,1.5699,91368.6
LMT,28-02-2017,0.3826,77392.4
LOW,28-02-2017,10.5419,64690.5
MA,28-02-2017,1.8197,119067
MCD,28-02-2017,1.5354,106006.1
MDLZ,28-02-2017,-1.4866,67048.8
MDT,28-02-2017,0.096,111093.3
MET,28-02-2017,0.7246,57448
MMM,28-02-2017,2.6724,111101.9
MO,28-02-2017,-3.903,145301.4
MON,28-02-2017,-0.5535,49920.7
MRK,28-02-2017,-2.8305,180850.8
MS,28-02-2017,-6.1966,85227.8
MSFT,28-02-2017,2.9384,494407.4
NEE,28-02-2017,-2.0076,61253.2
NKE,28-02-2017,-2.1981,94569.9
ORCL,28-02-2017,4.7429,174719.2
OXY,28-02-2017,-2.1573,50099.3
PCLN,28-02-2017,3.2387,84776.2
PEP,28-02-2017,2.0358,157535.9
PFE,28-02-2017,0.2638,203077.9
PG,28-02-2017,-1.3396,232818.4
PM,28-02-2017,4.1926,169644
PYPL,28-02-2017,2.4286,50718.5
QCOM,28-02-2017,1.5227,83423.3
